NCFormat,IPCC_code,IPCC_name,SourceName,CRF,Old_SG_name,CCP_category,Pollutant,EmissionYear,Emmisions (MtCO2e)
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Grass - Residue Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,0.00171671
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,3.00342E-08
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,9.68346E-08
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,2.35792E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,2.4302E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,2.35277E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,2.30834E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,2.23017E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,2.13491E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,2.79638E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,2.80427E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,2.3284E-05
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,3.44152E-05
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,5.12282E-05
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,6.30401E-05
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,6.36933E-05
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,6.54481E-05
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,6.52396E-05
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,BaseYear,0.007618838
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1990,0.007618838
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1995,0.007314116
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1998,0.007792118
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1999,0.007737531
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2000,0.007723296
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2001,0.006977886
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2002,0.007110908
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2003,0.007263075
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,0.007319972
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,0.007195128
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,0.007261151
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,0.007416653
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,0.00709011
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,0.006832181
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,0.006682956
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,0.006297256
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,0.006225842
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,0.006104404
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,0.006128964
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,0.006233775
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,0.006165765
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,0.005763841
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,0.005664563
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,0.005746262
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Beef females for slaughter - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,0.005672456
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,3.23801E-09
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,1.06153E-08
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,2.36225E-07
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,2.43517E-07
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,2.39645E-07
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,2.43659E-07
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,2.48645E-07
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,2.47542E-07
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,3.23489E-07
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,3.19047E-07
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,2.72557E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,4.04399E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,6.11632E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,8.7153E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,8.76761E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,8.39313E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,8.17438E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,BaseYear,0.00080576
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1990,0.00080576
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1995,0.000829335
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1998,0.000837462
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1999,0.000825102
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2000,0.000818299
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2001,0.000781932
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2002,0.000787339
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2003,0.000788919
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,0.000798094
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,0.000810944
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,0.000751356
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,0.000764863
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,0.000740591
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,0.000742811
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,0.000763136
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,0.000751577
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,0.00073922
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,0.00072029
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,0.000740026
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,0.000749737
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,0.000755216
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,0.000813043
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,0.000807099
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,0.000761529
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Bulls for breeding - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,0.000737279
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,1.81529E-08
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,6.44335E-08
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,1.22011E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,1.21331E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,1.0993E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,1.10935E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,1.23167E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,1.13552E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,1.44241E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,1.45243E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,1.08158E-05
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,1.39281E-05
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,2.13334E-05
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,2.38789E-05
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,2.18396E-05
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,2.10211E-05
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,2.09554E-05
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,BaseYear,0.001858701
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1990,0.001858701
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1995,0.002376681
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1998,0.00198332
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1999,0.002029281
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2000,0.002311264
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2001,0.002822297
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2002,0.002717596
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2003,0.002940828
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,0.003049613
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,0.003240453
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,0.002556346
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,0.002518099
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,0.002253355
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,0.002229055
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,0.002502673
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,0.002277179
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,0.002181932
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,0.002152375
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,0.001932206
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,0.001711272
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,0.001737857
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,0.001466981
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,0.001322345
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,0.001252888
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cereal fed bull - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,0.001238404
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cows - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,4.69043E-08
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cows - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,1.66926E-07
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cows - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,3.78825E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cows - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,3.80837E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cows - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,3.70917E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cows - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,3.70489E-06
Agriculture,3D22,3D22_Agriculural_Soils_Indirect_Leaching_and_Run-off,Other cattle - Cows - Digestate Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,3.76754E-06
