,ncformat,ipcc_code,ipcc_name,sourcename,crf,old_sg_name,ccp_category,pollutant,emission_year,mt_co2e,base_level
16033,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,1998,0.0,0.0
16034,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,1999,0.0,0.0
16035,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2000,0.0,0.0
16036,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2001,0.0,0.0
16037,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2002,0.0,0.0
16038,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2003,0.0,0.0
16039,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2004,0.0,0.0
16040,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2005,0.0,0.0
16041,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2006,0.0,0.0
16042,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2007,0.0,0.0
16043,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2008,0.0,0.0
16044,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2009,0.0,0.0
16045,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2010,0.0,0.0
16046,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2011,0.0,0.0
16047,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2012,0.0,0.0
16048,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2013,0.0,0.0
16049,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2014,0.0,0.0
16050,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2015,0.0,0.0
16051,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2016,0.0,0.0
16052,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2017,0.0,0.0
16053,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2018,0.0,0.0
16054,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2019,0.0,0.0
16055,Industrial processes,2B9b3,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,Industrial Processes,Business and Industrial Process,Industry,PFC,2020,0.0,0.0
16057,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,1990,0.018256232,0.0
16058,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,1995,0.0,0.0
16059,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,1998,0.0,0.0
16060,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,1999,0.0,0.0
16061,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2000,0.0,0.0
16062,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2001,0.0,0.0
16063,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2002,0.0,0.0
16064,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2003,0.0,0.0
16065,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2004,0.0,0.0
16066,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2005,0.0,0.0
16067,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2006,0.0,0.0
16068,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2007,0.0,0.0
16069,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2008,0.0,0.0
16070,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2009,0.0,0.0
16071,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2010,0.0,0.0
16072,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2011,0.0,0.0
16073,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2012,0.0,0.0
16074,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2013,0.0,0.0
16075,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2014,0.0,0.0
16076,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2015,0.0,0.0
16077,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2016,0.0,0.0
16078,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2017,0.0,0.0
16079,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2018,0.0,0.0
16080,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2019,0.0,0.0
16081,Industrial processes,2C1a,2C1a_Steel,Basic oxygen furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2020,0.0,0.0
16083,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,1990,8.48565e-06,0.0
16084,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,1995,5.9e-06,0.0
16085,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,1998,6.9e-06,0.0
16086,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,1999,4.225e-06,0.0
16087,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2000,4.925e-06,0.0
16088,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2001,5.05e-06,0.0
16089,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2002,5.05e-06,0.0
16090,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2003,5.05e-06,0.0
16091,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2004,2.525e-06,0.0
16092,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2005,2.525e-06,0.0
16093,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2006,2.525e-06,0.0
16094,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2007,2.525e-06,0.0
16095,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2008,2.525e-06,0.0
16096,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2009,0.0,0.0
16097,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2010,0.0,0.0
16098,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2011,0.0,0.0
16099,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2012,0.0,0.0
16100,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2013,0.0,0.0
16101,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2014,0.0,0.0
16102,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2015,0.0,0.0
16103,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2016,0.0,0.0
16104,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2017,0.0,0.0
16105,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2018,0.0,0.0
16106,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2019,0.0,0.0
16107,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CH4,2020,0.0,0.0
16109,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,1990,0.001537977,0.0
16110,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,1995,0.001088646,0.0
16111,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,1998,0.001207881,0.0
16112,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,1999,0.000731929,0.0
16113,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2000,0.000863769,0.0
16114,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2001,0.000834314,0.0
16115,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2002,0.000974711,0.0
16116,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2003,0.001088948,0.0
16117,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2004,0.000471047,0.0
16118,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2005,0.000502471,0.0
16119,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2006,0.000491658,0.0
16120,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2007,0.000415498,0.0
16121,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2008,0.000230811,0.0
16122,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2009,0.0,0.0
16123,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2010,0.0,0.0
16124,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2011,0.0,0.0
16125,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2012,0.0,0.0
16126,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2013,0.0,0.0
16127,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2014,0.0,0.0
16128,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2015,0.0,0.0
16129,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2016,0.0,0.0
16130,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2017,0.0,0.0
16131,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2018,0.0,0.0
16132,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2019,0.0,0.0
16133,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2020,0.0,0.0
16135,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,1990,5.05745e-05,0.389716249
16136,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,1995,3.5164e-05,0.389716249
16137,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,1998,4.1124e-05,0.389716249
16138,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,1999,2.5181e-05,0.389716249
16139,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2000,2.9353e-05,0.389716249
16140,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2001,3.0098e-05,0.389716249
16141,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2002,3.0098e-05,0.389716249
16142,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2003,3.0098e-05,0.389716249
16143,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2004,1.5049e-05,0.389716249
16144,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2005,1.5049e-05,0.389716249
16145,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2006,1.5049e-05,0.389716249
16146,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2007,1.5049e-05,0.389716249
16147,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2008,1.5049e-05,0.389716249
16148,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2009,0.0,0.389716249
16149,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2010,0.0,0.389716249
16150,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2011,0.0,0.389716249
16151,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2012,0.0,0.389716249
16152,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2013,0.0,0.389716249
16153,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2014,0.0,0.389716249
16154,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2015,0.0,0.389716249
16155,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2016,0.0,0.389716249
16156,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2017,0.0,0.389716249
16157,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2018,0.0,0.389716249
16158,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2019,0.0,0.389716249
16159,Industrial processes,2C1a,2C1a_Steel,Electric arc furnaces,Industrial Processes,Business and Industrial Process,Industry,N2O,2020,0.0,0.389716249
16161,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,1990,0.000766808,0.0
16162,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,1995,9.72849e-06,0.0
16163,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,1998,1.19411e-05,0.0
16164,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,1999,7.40128e-06,0.0
16165,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2000,8.60781e-06,0.0
16166,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2001,8.68161e-06,0.0
16167,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2002,8.87673e-06,0.0
16168,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2003,9.25236e-06,0.0
16169,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2004,8.85613e-06,0.0
16170,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2005,0.0,0.0
16171,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2006,0.0,0.0
16172,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2007,0.0,0.0
16173,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2008,0.0,0.0
16174,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2009,0.0,0.0
16175,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2010,0.0,0.0
16176,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2011,0.0,0.0
16177,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2012,0.0,0.0
16178,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2013,0.0,0.0
16179,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2014,0.0,0.0
16180,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2015,0.0,0.0
16181,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2016,0.0,0.0
16182,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2017,0.0,0.0
16183,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2018,0.0,0.0
16184,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2019,0.0,0.0
16185,Industrial processes,2C1a,2C1a_Steel,Ladle arc furnaces,Industrial Processes,Business and Industrial Process,Industry,CO2,2020,0.0,0.0
16187,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,1990,2.15468e-05,0.0
16188,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,1995,0.0,0.0
16189,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,1998,0.0,0.0
16190,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,1999,0.0,0.0
16191,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2000,0.0,0.0
16192,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2001,0.0,0.0
16193,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2002,0.0,0.0
16194,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2003,0.0,0.0
16195,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2004,0.0,0.0
16196,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2005,0.0,0.0
16197,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2006,0.0,0.0
16198,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2007,0.0,0.0
16199,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2008,0.0,0.0
16200,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2009,0.0,0.0
16201,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2010,0.0,0.0
16202,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2011,0.0,0.0
16203,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2012,0.0,0.0
16204,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2013,0.0,0.0
16205,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2014,0.0,0.0
16206,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2015,0.0,0.0
16207,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2016,0.0,0.0
16208,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2017,0.0,0.0
16209,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2018,0.0,0.0
16210,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2019,0.0,0.0
16211,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CH4,2020,0.0,0.0
16213,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CO2,1990,0.242980212,0.0
16214,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CO2,1995,0.0,0.0
16215,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CO2,1998,0.0,0.0
16216,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CO2,1999,0.0,0.0
16217,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CO2,2000,0.0,0.0
16218,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CO2,2001,0.0,0.0
16219,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CO2,2002,0.0,0.0
16220,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CO2,2003,0.0,0.0
16221,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CO2,2004,0.0,0.0
16222,Industrial processes,2C1b,2C1b_Pig_iron,Iron and steel - flaring,Industrial Processes,Business and Industrial Process,Industry,CO2,2005,0.0,0.0
